HMDBID,Name,Biospecimen,Subject_age,Concentration_average,Concentration_units
HMDB0000089,Cytidine,Cerebrospinal Fluid (CSF),Infant,0.44,uM
HMDB0000089,Cytidine,Saliva,Adult,0.24209,uM
HMDB0000089,Cytidine,Urine,Adolescent,1.12,umol/mmol creatinine
HMDB0000089,Cytidine,Urine,Adult,0.266,umol/mmol creatinine
HMDB0000089,Cytidine,Urine,Children,1.5,umol/mmol creatinine
HMDB0000092,Dimethylglycine,Blood,Adult,2.433333333,uM
HMDB0000092,Dimethylglycine,Saliva,Adult,4.9,uM
HMDB0000092,Dimethylglycine,Urine,Adult,4.666666667,umol/mmol creatinine
HMDB0000092,Dimethylglycine,Urine,Children,5.068,umol/mmol creatinine
HMDB0000092,Dimethylglycine,Urine,Newborn,0.087,umol/mmol creatinine
HMDB0000094,Citric acid,Blood,Adult,118.42,uM
HMDB0000094,Citric acid,Blood,Children,88.1,uM
HMDB0000094,Citric acid,Breast Milk,Adult,2700,uM
HMDB0000094,Citric acid,Cerebrospinal Fluid (CSF),Adult,304.2,uM
HMDB0000094,Citric acid,Saliva,Adult,107.05,uM
HMDB0000094,Citric acid,Urine,Adolescent,184.2,umol/mmol creatinine
HMDB0000094,Citric acid,Urine,Adult,248.2991667,umol/mmol creatinine
HMDB0000094,Citric acid,Urine,Children,351.1395,umol/mmol creatinine
HMDB0000094,Citric acid,Urine,Infant,467.61,umol/mmol creatinine
HMDB0000094,Citric acid,Urine,Newborn,554.4,umol/mmol creatinine
HMDB0000095,Cytidine monophosphate,Saliva,Adult,0.4746,uM
HMDB0000097,Choline,Blood,Adult,9.58,uM
HMDB0000097,Choline,Blood,Newborn,27.5,uM
HMDB0000097,Choline,Breast Milk,Adult,135.5,uM
HMDB0000097,Choline,Cerebrospinal Fluid (CSF),Adult,5.65,uM
HMDB0000097,Choline,Saliva,Adult,17.145,uM
HMDB0000097,Choline,Sweat,Adult,5,uM
HMDB0000097,Choline,Urine,Adult,4.385,umol/mmol creatinine
HMDB0000097,Choline,Urine,Children,6.996,umol/mmol creatinine
HMDB0000097,Choline,Urine,Newborn,15.955,umol/mmol creatinine
HMDB0000098,D-Xylose,Blood,Adult,2227.843333,uM
HMDB0000098,D-Xylose,Urine,Adult,25.51666667,umol/mmol creatinine
HMDB0000098,D-Xylose,Urine,Children,22.674,umol/mmol creatinine
HMDB0000098,D-Xylose,Urine,Infant,26.7,umol/mmol creatinine
HMDB0000099,L-Cystathionine,Blood,Adult,0.2275,uM
HMDB0000099,L-Cystathionine,Blood,Children,0.17,uM
HMDB0000099,L-Cystathionine,Blood,Newborn,1,uM
HMDB0000099,L-Cystathionine,Cerebrospinal Fluid (CSF),Children,0.024,uM
HMDB0000099,L-Cystathionine,Urine,Adolescent,2.49,umol/mmol creatinine
HMDB0000099,L-Cystathionine,Urine,Adult,6.026666667,umol/mmol creatinine
HMDB0000099,L-Cystathionine,Urine,Children,1.884333333,umol/mmol creatinine
HMDB0000099,L-Cystathionine,Urine,Infant,0.35,umol/mmol creatinine
HMDB0000099,L-Cystathionine,Urine,Newborn,36.93333333,umol/mmol creatinine
HMDB0000101,Deoxyadenosine,Blood,Adult,0.274,uM
HMDB0000101,Deoxyadenosine,Urine,Adult,0.22,umol/mmol creatinine
HMDB0000101,Deoxyadenosine,Urine,Children,13.002,umol/mmol creatinine
HMDB0000101,Deoxyadenosine,Urine,Infant,0.866666667,umol/mmol creatinine
HMDB0000107,Galactitol,Amniotic Fluid,Adult,0.7,uM
HMDB0000107,Galactitol,Blood,Adult,0.59,uM
HMDB0000107,Galactitol,Cerebrospinal Fluid (CSF),Adult,1.735,uM
HMDB0000107,Galactitol,Saliva,Adult,19.44,uM
HMDB0000107,Galactitol,Urine,Adult,22.85,umol/mmol creatinine
HMDB0000107,Galactitol,Urine,Newborn,15,umol/mmol creatinine
HMDB0000108,Ethanol,Blood,Adult,35,uM
HMDB0000108,Ethanol,Feces,Adult,4170.127667,nmol/g wet feces
HMDB0000108,Ethanol,Feces,Children,512788.231,nmol/g wet feces
HMDB0000108,Ethanol,Saliva,Adult,68.67,uM
HMDB0000108,Ethanol,Sweat,Adult,5,uM
HMDB0000108,Ethanol,Urine,Adult,1.55525,umol/mmol creatinine
HMDB0000108,Ethanol,Urine,Children,22.896,umol/mmol creatinine
HMDB0000112,gamma-Aminobutyric acid,Blood,Adult,0.2275,uM
HMDB0000112,gamma-Aminobutyric acid,Blood,Children,0.31,uM
HMDB0000112,gamma-Aminobutyric acid,Cerebrospinal Fluid (CSF),Adult,0.2232,uM
HMDB0000112,gamma-Aminobutyric acid,Cerebrospinal Fluid (CSF),Newborn,0.06,uM
HMDB0000112,gamma-Aminobutyric acid,Feces,Adult,576.999,nmol/g wet feces
HMDB0000112,gamma-Aminobutyric acid,Feces,Infant,5075.003333,nmol/g wet feces
HMDB0000112,gamma-Aminobutyric acid,Saliva,Adult,1.23,uM
HMDB0000112,gamma-Aminobutyric acid,Urine,Adolescent,0.285,umol/mmol creatinine
HMDB0000112,gamma-Aminobutyric acid,Urine,Adult,26.8025,umol/mmol creatinine
HMDB0000112,gamma-Aminobutyric acid,Urine,Children,8.037,umol/mmol creatinine
HMDB0000112,gamma-Aminobutyric acid,Urine,Infant,0.09,umol/mmol creatinine
HMDB0000112,gamma-Aminobutyric acid,Urine,Newborn,2.693333333,umol/mmol creatinine
HMDB0000115,Glycolic acid,Blood,Adolescent,86.5,uM
HMDB0000115,Glycolic acid,Blood,Adult,16.56666667,uM
HMDB0000115,Glycolic acid,Cerebrospinal Fluid (CSF),Adult,54,uM
HMDB0000115,Glycolic acid,Feces,Adult,174.882,nmol/g wet feces
HMDB0000115,Glycolic acid,Saliva,Adult,12.312,uM
HMDB0000115,Glycolic acid,Urine,Adolescent,88.95,umol/mmol creatinine
HMDB0000115,Glycolic acid,Urine,Adult,42,umol/mmol creatinine
HMDB0000115,Glycolic acid,Urine,Children,70.8248,umol/mmol creatinine
HMDB0000115,Glycolic acid,Urine,Infant,152.5333333,umol/mmol creatinine
HMDB0000115,Glycolic acid,Urine,Newborn,32.8,umol/mmol creatinine
HMDB0000118,Homovanillic acid,Blood,Adult,0.05676,uM
HMDB0000118,Homovanillic acid,Cerebrospinal Fluid (CSF),Adolescent,0.396666667,uM
HMDB0000118,Homovanillic acid,Cerebrospinal Fluid (CSF),Adult,29.07834615,uM
HMDB0000118,Homovanillic acid,Cerebrospinal Fluid (CSF),Children,0.77,uM
HMDB0000118,Homovanillic acid,Cerebrospinal Fluid (CSF),Infant,0.708,uM
HMDB0000118,Homovanillic acid,Cerebrospinal Fluid (CSF),Newborn,1.14,uM
HMDB0000118,Homovanillic acid,Feces,Adult,20.65833333,nmol/g wet feces
HMDB0000118,Homovanillic acid,Saliva,Adult,1.685,uM
HMDB0000118,Homovanillic acid,Urine,Adolescent,4.158,umol/mmol creatinine
HMDB0000118,Homovanillic acid,Urine,Adult,2.902,umol/mmol creatinine
HMDB0000118,Homovanillic acid,Urine,Children,8.387333333,umol/mmol creatinine
HMDB0000118,Homovanillic acid,Urine,Infant,12.10125,umol/mmol creatinine
HMDB0000118,Homovanillic acid,Urine,Newborn,7.878,umol/mmol creatinine
HMDB0000119,Glyoxylic acid,Blood,Adult,3.05,uM
HMDB0000119,Glyoxylic acid,Urine,Adult,2.143333333,umol/mmol creatinine
HMDB0000119,Glyoxylic acid,Urine,Children,1.467,umol/mmol creatinine
HMDB0000121,Folic acid,Blood,Adolescent,0.02245,uM
HMDB0000121,Folic acid,Blood,Adult,0.013066667,uM
HMDB0000121,Folic acid,Blood,Children,0.020883333,uM
HMDB0000121,Folic acid,Blood,Infant,0.024,uM
HMDB0000121,Folic acid,Blood,Newborn,0.039,uM
HMDB0000121,Folic acid,Cellular Cytoplasm,Adult,0.453,uM
HMDB0000121,Folic acid,Cellular Cytoplasm,Newborn,0.735,uM
HMDB0000121,Folic acid,Cerebrospinal Fluid (CSF),Adult,0.027,uM
HMDB0000121,Folic acid,Cerebrospinal Fluid (CSF),Children,0.0544,uM
HMDB0000121,Folic acid,Cerebrospinal Fluid (CSF),Elderly,0.006,uM
HMDB0000121,Folic acid,Urine,Adult,0.001025,umol/mmol creatinine
HMDB0000122,D-Glucose,Blood,Adult,4815.966,uM
HMDB0000122,D-Glucose,Blood,Children,4587.38325,uM
HMDB0000122,D-Glucose,Blood,Elderly,5450,uM
HMDB0000122,D-Glucose,Blood,Infant,5261.60525,uM
HMDB0000122,D-Glucose,Blood,Newborn,3233.333333,uM
HMDB0000122,D-Glucose,Breast Milk,Adult,3000,uM
HMDB0000122,D-Glucose,Cerebrospinal Fluid (CSF),Adult,3356.666667,uM
HMDB0000122,D-Glucose,Cerebrospinal Fluid (CSF),Children,3250,uM
HMDB0000122,D-Glucose,Cerebrospinal Fluid (CSF),Infant,3330.449,uM
HMDB0000122,D-Glucose,Feces,Adult,9577,nmol/g wet feces
HMDB0000122,D-Glucose,Saliva,Adult,287.725,uM
HMDB0000122,D-Glucose,Sweat,Adult,135,uM
HMDB0000122,D-Glucose,Urine,Adult,27.804,umol/mmol creatinine
HMDB0000122,D-Glucose,Urine,Children,31.598,umol/mmol creatinine
HMDB0000122,D-Glucose,Urine,Infant,75.07,umol/mmol creatinine
HMDB0000122,D-Glucose,Urine,Newborn,314.6333333,umol/mmol creatinine
HMDB0000123,Glycine,Blood,Adult,263.37,uM
HMDB0000123,Glycine,Blood,Children,266.2575,uM
HMDB0000123,Glycine,Blood,Infant,213,uM
HMDB0000123,Glycine,Blood,Newborn,370,uM
HMDB0000123,Glycine,Cerebrospinal Fluid (CSF),Adolescent,5.5,uM
HMDB0000123,Glycine,Cerebrospinal Fluid (CSF),Adult,785.8255556,uM
HMDB0000123,Glycine,Cerebrospinal Fluid (CSF),Children,12.5625,uM
HMDB0000123,Glycine,Cerebrospinal Fluid (CSF),Infant,6.4,uM
HMDB0000123,Glycine,Cerebrospinal Fluid (CSF),Newborn,6.925,uM
HMDB0000123,Glycine,Feces,Adult,275,nmol/g wet feces
HMDB0000123,Glycine,Saliva,Adult,55.28214286,uM
HMDB0000123,Glycine,Sweat,Adult,320,uM
HMDB0000123,Glycine,Urine,Adolescent,218.2175,umol/mmol creatinine
HMDB0000123,Glycine,Urine,Adult,124.8469231,umol/mmol creatinine
HMDB0000123,Glycine,Urine,Children,303.8991,umol/mmol creatinine
HMDB0000123,Glycine,Urine,Infant,188.28,umol/mmol creatinine
HMDB0000123,Glycine,Urine,Newborn,818.55375,umol/mmol creatinine
HMDB0000124,Fructose 6-phosphate,Blood,Adult,10.2,uM
HMDB0000124,Fructose 6-phosphate,Blood,Newborn,9.9,uM
HMDB0000124,Fructose 6-phosphate,Cellular Cytoplasm,Adult,32.8,uM
HMDB0000124,Fructose 6-phosphate,Saliva,Adult,0.491777778,uM
HMDB0000125,Glutathione,Blood,Adolescent,6.516666667,uM
HMDB0000125,Glutathione,Blood,Adult,213.5,uM
HMDB0000125,Glutathione,Blood,Children,10.9,uM
HMDB0000125,Glutathione,Blood,Infant,12.5,uM
HMDB0000125,Glutathione,Cellular Cytoplasm,Adult,3210,uM
HMDB0000125,Glutathione,Cerebrospinal Fluid (CSF),Adult,1.2,uM
HMDB0000125,Glutathione,Saliva,Adult,4.41,uM
HMDB0000125,Glutathione,Urine,Adult,0.0475,umol/mmol creatinine
HMDB0000126,Glycerol 3-phosphate,Blood,Adult,30,uM
HMDB0000126,Glycerol 3-phosphate,Saliva,Adult,8.37,uM
HMDB0000127,D-Glucuronic acid,Blood,Adult,110.8666667,uM
HMDB0000127,D-Glucuronic acid,Urine,Adult,93.13333333,umol/mmol creatinine
HMDB0000127,D-Glucuronic acid,Urine,Children,3,umol/mmol creatinine
HMDB0000127,D-Glucuronic acid,Urine,Infant,32.16,umol/mmol creatinine
HMDB0000127,D-Glucuronic acid,Urine,Newborn,5.9,umol/mmol creatinine
HMDB0000128,Guanidoacetic acid,Blood,Adult,5.6,uM
HMDB0000128,Guanidoacetic acid,Blood,Children,2.491666667,uM
HMDB0000128,Guanidoacetic acid,Cellular Cytoplasm,Adult,2.3,uM
HMDB0000128,Guanidoacetic acid,Cerebrospinal Fluid (CSF),Adult,0.05,uM
HMDB0000128,Guanidoacetic acid,Urine,Adult,33.766,umol/mmol creatinine
HMDB0000128,Guanidoacetic acid,Urine,Children,94.6415,umol/mmol creatinine
HMDB0000128,Guanidoacetic acid,Urine,Infant,88.5,umol/mmol creatinine
HMDB0000128,Guanidoacetic acid,Urine,Newborn,127.26,umol/mmol creatinine
HMDB0000130,Homogentisic acid,Blood,Adult,0.043,uM
HMDB0000130,Homogentisic acid,Urine,Adolescent,7.315,umol/mmol creatinine
HMDB0000130,Homogentisic acid,Urine,Adult,1.7,umol/mmol creatinine
HMDB0000130,Homogentisic acid,Urine,Children,8.5906,umol/mmol creatinine
HMDB0000130,Homogentisic acid,Urine,Infant,7.1865,umol/mmol creatinine
HMDB0000131,Glycerol,Blood,Adult,121.8,uM
HMDB0000131,Glycerol,Blood,Children,155,uM
HMDB0000131,Glycerol,Blood,Elderly,68,uM
HMDB0000131,Glycerol,Blood,Newborn,40,uM
HMDB0000131,Glycerol,Cerebrospinal Fluid (CSF),Adult,23.33333333,uM
HMDB0000131,Glycerol,Feces,Adult,16518,nmol/g wet feces
HMDB0000131,Glycerol,Saliva,Adult,167.46,uM
HMDB0000131,Glycerol,Sweat,Adult,730,uM
HMDB0000131,Glycerol,Urine,Adolescent,5.1,umol/mmol creatinine
HMDB0000131,Glycerol,Urine,Adult,13,umol/mmol creatinine
HMDB0000131,Glycerol,Urine,Children,12.731,umol/mmol creatinine
HMDB0000131,Glycerol,Urine,Infant,17.95,umol/mmol creatinine
HMDB0000131,Glycerol,Urine,Newborn,19.6,umol/mmol creatinine
HMDB0000132,Guanine,Cellular Cytoplasm,Adult,97,uM
HMDB0000132,Guanine,Saliva,Adult,1.189666667,uM
HMDB0000132,Guanine,Urine,Adult,0.256666667,umol/mmol creatinine
HMDB0000132,Guanine,Urine,Children,2,umol/mmol creatinine
HMDB0000133,Guanosine,Blood,Adult,0.8,uM
HMDB0000133,Guanosine,Breast Milk,Adult,1.01,uM
HMDB0000133,Guanosine,Cellular Cytoplasm,Adult,4.5,uM
HMDB0000133,Guanosine,Saliva,Adult,0.196666667,uM
HMDB0000133,Guanosine,Urine,Adult,0.075,umol/mmol creatinine
HMDB0000133,Guanosine,Urine,Children,7.8,umol/mmol creatinine
HMDB0000133,Guanosine,Urine,Infant,0.05,umol/mmol creatinine
HMDB0000134,Fumaric acid,Blood,Adult,1.1245,uM
HMDB0000134,Fumaric acid,Blood,Infant,0.945,uM
HMDB0000134,Fumaric acid,Breast Milk,Adult,2.4,uM
HMDB0000134,Fumaric acid,Cerebrospinal Fluid (CSF),Adult,33,uM
HMDB0000134,Fumaric acid,Cerebrospinal Fluid (CSF),Children,1,uM
HMDB0000134,Fumaric acid,Feces,Adult,84.43,nmol/g wet feces
HMDB0000134,Fumaric acid,Saliva,Adult,1.046,uM
HMDB0000134,Fumaric acid,Sweat,Adult,10,uM
HMDB0000134,Fumaric acid,Urine,Adolescent,0.5,umol/mmol creatinine
HMDB0000134,Fumaric acid,Urine,Adult,0.5625,umol/mmol creatinine
HMDB0000134,Fumaric acid,Urine,Children,0.721,umol/mmol creatinine
HMDB0000134,Fumaric acid,Urine,Infant,10.7,umol/mmol creatinine
HMDB0000134,Fumaric acid,Urine,Newborn,11.835,umol/mmol creatinine
HMDB0000138,Glycocholic acid,Blood,Adult,0.1434,uM
HMDB0000138,Glycocholic acid,Blood,Children,0.88,uM
HMDB0000138,Glycocholic acid,Blood,Infant,0.6,uM
HMDB0000138,Glycocholic acid,Feces,Adult,10.15,nmol/g dry feces
HMDB0000138,Glycocholic acid,Urine,Adult,0.42,umol/mmol creatinine
HMDB0000139,Glyceric acid,Blood,Adult,5.9605,uM
HMDB0000139,Glyceric acid,Cerebrospinal Fluid (CSF),Adult,34,uM
HMDB0000139,Glyceric acid,Saliva,Adult,8.2,uM
HMDB0000139,Glyceric acid,Urine,Adolescent,3.5,umol/mmol creatinine
HMDB0000139,Glyceric acid,Urine,Adult,10.66666667,umol/mmol creatinine
HMDB0000139,Glyceric acid,Urine,Children,23.349,umol/mmol creatinine
HMDB0000139,Glyceric acid,Urine,Infant,16.06666667,umol/mmol creatinine
HMDB0000139,Glyceric acid,Urine,Newborn,12.85,umol/mmol creatinine
HMDB0000142,Formic acid,Blood,Adult,85.72333333,uM
HMDB0000142,Formic acid,Breast Milk,Adult,12.2,uM
HMDB0000142,Formic acid,Cerebrospinal Fluid (CSF),Adult,32,uM
HMDB0000142,Formic acid,Saliva,Adult,267.0284615,uM
HMDB0000142,Formic acid,Sweat,Adult,5,uM
HMDB0000142,Formic acid,Urine,Adult,29.03185714,umol/mmol creatinine
HMDB0000142,Formic acid,Urine,Children,46.198,umol/mmol creatinine
HMDB0000142,Formic acid,Urine,Newborn,0.17,umol/mmol creatinine
HMDB0000143,D-Galactose,Blood,Adolescent,1,uM
HMDB0000143,D-Galactose,Blood,Adult,63.65,uM
HMDB0000143,D-Galactose,Blood,Children,113.5,uM
HMDB0000143,D-Galactose,Blood,Infant,55,uM
HMDB0000143,D-Galactose,Blood,Newborn,220,uM
HMDB0000143,D-Galactose,Breast Milk,Adult,92.3,uM
HMDB0000143,D-Galactose,Cellular Cytoplasm,Children,4.6,uM
HMDB0000143,D-Galactose,Cerebrospinal Fluid (CSF),Adult,166,uM
HMDB0000143,D-Galactose,Feces,Adult,746.576,nmol/g wet feces
HMDB0000143,D-Galactose,Saliva,Adult,83.46,uM
HMDB0000143,D-Galactose,Urine,Adolescent,3.8,umol/mmol creatinine
HMDB0000143,D-Galactose,Urine,Adult,6.533333333,umol/mmol creatinine
HMDB0000143,D-Galactose,Urine,Children,10.034,umol/mmol creatinine
HMDB0000143,D-Galactose,Urine,Infant,138.79,umol/mmol creatinine
HMDB0000143,D-Galactose,Urine,Newborn,5,umol/mmol creatinine
HMDB0000145,Estrone,Blood,Adult,1.63E-04,uM
HMDB0000145,Estrone,Urine,Adult,0.0013,umol/mmol creatinine
HMDB0000148,L-Glutamic acid,Blood,Adult,60.949,uM
HMDB0000148,L-Glutamic acid,Blood,Children,82.96666667,uM
HMDB0000148,L-Glutamic acid,Blood,Infant,102.05,uM
HMDB0000148,L-Glutamic acid,Blood,Newborn,65,uM
HMDB0000148,L-Glutamic acid,Breast Milk,Adult,1600,uM
HMDB0000148,L-Glutamic acid,Cellular Cytoplasm,Adult,1400,uM
HMDB0000148,L-Glutamic acid,Cerebrospinal Fluid (CSF),Adolescent,7.5,uM
HMDB0000148,L-Glutamic acid,Cerebrospinal Fluid (CSF),Adult,12.63333333,uM
HMDB0000148,L-Glutamic acid,Cerebrospinal Fluid (CSF),Children,0,uM
HMDB0000148,L-Glutamic acid,Cerebrospinal Fluid (CSF),Infant,7,uM
HMDB0000148,L-Glutamic acid,Feces,Adult,5546.101333,nmol/g wet feces
HMDB0000148,L-Glutamic acid,Saliva,Adult,29.34666667,uM
HMDB0000148,L-Glutamic acid,Sweat,Adult,5,uM
HMDB0000148,L-Glutamic acid,Urine,Adolescent,4.74825,umol/mmol creatinine
HMDB0000148,L-Glutamic acid,Urine,Adult,5.5982,umol/mmol creatinine
HMDB0000148,L-Glutamic acid,Urine,Children,22.08255,umol/mmol creatinine
HMDB0000148,L-Glutamic acid,Urine,Infant,6.87,umol/mmol creatinine
HMDB0000148,L-Glutamic acid,Urine,Newborn,25.835,umol/mmol creatinine
HMDB0000149,Ethanolamine,Blood,Adult,4.051,uM
HMDB0000149,Ethanolamine,Blood,Newborn,52.3,uM
HMDB0000149,Ethanolamine,Breast Milk,Adult,46.2,uM
HMDB0000149,Ethanolamine,Cerebrospinal Fluid (CSF),Adult,11.265,uM
HMDB0000149,Ethanolamine,Saliva,Adult,135.99,uM
HMDB0000149,Ethanolamine,Urine,Adolescent,42.645,umol/mmol creatinine
HMDB0000149,Ethanolamine,Urine,Adult,35.0625,umol/mmol creatinine
HMDB0000149,Ethanolamine,Urine,Children,73.129,umol/mmol creatinine
HMDB0000149,Ethanolamine,Urine,Infant,229.815,umol/mmol creatinine
HMDB0000151,Estradiol,Blood,Adolescent,3.24E-04,uM
HMDB0000151,Estradiol,Blood,Adult,1.10E-04,uM
HMDB0000151,Estradiol,Blood,Children,7.72E-05,uM
HMDB0000151,Estradiol,Blood,Infant,9.20E-05,uM
HMDB0000151,Estradiol,Cerebrospinal Fluid (CSF),Adult,1.10E-06,uM
HMDB0000151,Estradiol,Saliva,Adult,1.36E-05,uM
HMDB0000151,Estradiol,Urine,Adult,8.45E-04,umol/mmol creatinine
HMDB0000152,Gentisic acid,Blood,Adult,0.825,uM
HMDB0000152,Gentisic acid,Urine,Adult,1.35,umol/mmol creatinine
HMDB0000153,Estriol,Amniotic Fluid,Adult,0.0023,uM
HMDB0000153,Estriol,Blood,Adult,0.006,uM
HMDB0000153,Estriol,Urine,Adult,0.001,umol/mmol creatinine
HMDB0000156,Malic acid,Blood,Adult,5.968333333,uM
HMDB0000156,Malic acid,Cellular Cytoplasm,Adult,3200,uM
HMDB0000156,Malic acid,Cerebrospinal Fluid (CSF),Adult,3,uM
HMDB0000156,Malic acid,Cerebrospinal Fluid (CSF),Children,3,uM
HMDB0000156,Malic acid,Feces,Adult,282.6885,nmol/g wet feces
HMDB0000156,Malic acid,Saliva,Adult,6.341,uM
HMDB0000156,Malic acid,Urine,Adolescent,8.3,umol/mmol creatinine
HMDB0000156,Malic acid,Urine,Adult,1.71,umol/mmol creatinine
HMDB0000156,Malic acid,Urine,Children,48.20933333,umol/mmol creatinine
HMDB0000156,Malic acid,Urine,Infant,19.68,umol/mmol creatinine
HMDB0000156,Malic acid,Urine,Newborn,36.1,umol/mmol creatinine
HMDB0000157,Hypoxanthine,Amniotic Fluid,Adult,0.086,uM
HMDB0000157,Hypoxanthine,Blood,Adult,6.303030769,uM
HMDB0000157,Hypoxanthine,Breast Milk,Adult,2.3,uM
HMDB0000157,Hypoxanthine,Cellular Cytoplasm,Adult,2,uM
HMDB0000157,Hypoxanthine,Cerebrospinal Fluid (CSF),Adult,3.87,uM
HMDB0000157,Hypoxanthine,Cerebrospinal Fluid (CSF),Children,2.5,uM
HMDB0000157,Hypoxanthine,Cerebrospinal Fluid (CSF),Newborn,3.6,uM
HMDB0000157,Hypoxanthine,Feces,Adult,1381.666667,nmol/g wet feces
HMDB0000157,Hypoxanthine,Saliva,Adult,5.345555556,uM
HMDB0000157,Hypoxanthine,Urine,Adolescent,4.82,umol/mmol creatinine
HMDB0000157,Hypoxanthine,Urine,Adult,5.106833333,umol/mmol creatinine
HMDB0000157,Hypoxanthine,Urine,Children,9.836666667,umol/mmol creatinine
HMDB0000157,Hypoxanthine,Urine,Infant,2.6,umol/mmol creatinine
HMDB0000158,L-Tyrosine,Blood,Adult,77.18181818,uM
HMDB0000158,L-Tyrosine,Blood,Children,58.26666667,uM
HMDB0000158,L-Tyrosine,Blood,Infant,84.2,uM
HMDB0000158,L-Tyrosine,Blood,Newborn,100.95,uM
HMDB0000158,L-Tyrosine,Breast Milk,Adult,15,uM
HMDB0000158,L-Tyrosine,Cerebrospinal Fluid (CSF),Adolescent,10.45,uM
HMDB0000158,L-Tyrosine,Cerebrospinal Fluid (CSF),Adult,11.3,uM
HMDB0000158,L-Tyrosine,Cerebrospinal Fluid (CSF),Children,11.2,uM
HMDB0000158,L-Tyrosine,Feces,Adult,308.082,nmol/g wet feces
HMDB0000158,L-Tyrosine,Feces,Infant,993.4406667,nmol/g wet feces
HMDB0000158,L-Tyrosine,Saliva,Adult,18.08363636,uM
HMDB0000158,L-Tyrosine,Sweat,Adult,40,uM
HMDB0000158,L-Tyrosine,Urine,Adolescent,13.4875,umol/mmol creatinine
HMDB0000158,L-Tyrosine,Urine,Adult,10.263,umol/mmol creatinine
HMDB0000158,L-Tyrosine,Urine,Children,14.39243333,umol/mmol creatinine
HMDB0000158,L-Tyrosine,Urine,Infant,10.65,umol/mmol creatinine
HMDB0000158,L-Tyrosine,Urine,Newborn,27.61,umol/mmol creatinine
HMDB0000159,L-Phenylalanine,Blood,Adult,69.2,uM
HMDB0000159,L-Phenylalanine,Blood,Children,62.96666667,uM
HMDB0000159,L-Phenylalanine,Blood,Infant,93.6,uM
HMDB0000159,L-Phenylalanine,Blood,Newborn,94,uM
HMDB0000159,L-Phenylalanine,Breast Milk,Adult,13.1,uM
HMDB0000159,L-Phenylalanine,Cerebrospinal Fluid (CSF),Adolescent,10.8,uM
HMDB0000159,L-Phenylalanine,Cerebrospinal Fluid (CSF),Adult,11.25,uM
HMDB0000159,L-Phenylalanine,Cerebrospinal Fluid (CSF),Children,12,uM
HMDB0000159,L-Phenylalanine,Feces,Adult,271.203325,nmol/g wet feces
HMDB0000159,L-Phenylalanine,Feces,Infant,4553.703667,nmol/g wet feces
HMDB0000159,L-Phenylalanine,Saliva,Adult,13.438,uM
HMDB0000159,L-Phenylalanine,Sweat,Adult,77.5,uM
HMDB0000159,L-Phenylalanine,Urine,Adolescent,9.075,umol/mmol creatinine
HMDB0000159,L-Phenylalanine,Urine,Adult,5.256111111,umol/mmol creatinine
HMDB0000159,L-Phenylalanine,Urine,Children,11.60266,umol/mmol creatinine
HMDB0000159,L-Phenylalanine,Urine,Infant,8.73,umol/mmol creatinine
HMDB0000159,L-Phenylalanine,Urine,Newborn,10.97266667,umol/mmol creatinine
HMDB0000161,L-Alanine,Blood,Adult,406.96,uM
HMDB0000161,L-Alanine,Blood,Children,362.9,uM
HMDB0000161,L-Alanine,Blood,Infant,255,uM
HMDB0000161,L-Alanine,Blood,Newborn,375,uM
HMDB0000161,L-Alanine,Breast Milk,Adult,231,uM
HMDB0000161,L-Alanine,Cerebrospinal Fluid (CSF),Adolescent,30,uM
HMDB0000161,L-Alanine,Cerebrospinal Fluid (CSF),Adult,27.90428571,uM
HMDB0000161,L-Alanine,Cerebrospinal Fluid (CSF),Children,30,uM
HMDB0000161,L-Alanine,Cerebrospinal Fluid (CSF),Newborn,33.25,uM
HMDB0000161,L-Alanine,Feces,Adult,5738.255714,nmol/g wet feces
HMDB0000161,L-Alanine,Saliva,Adult,33.95461538,uM
HMDB0000161,L-Alanine,Sweat,Adult,180,uM
HMDB0000161,L-Alanine,Urine,Adolescent,44.47,umol/mmol creatinine
HMDB0000161,L-Alanine,Urine,Adult,21.82,umol/mmol creatinine
HMDB0000161,L-Alanine,Urine,Children,50.16293333,umol/mmol creatinine
HMDB0000161,L-Alanine,Urine,Infant,43.55,umol/mmol creatinine
HMDB0000161,L-Alanine,Urine,Newborn,199.16125,umol/mmol creatinine
HMDB0000162,L-Proline,Blood,Adult,186.8857143,uM
HMDB0000162,L-Proline,Blood,Children,198.922,uM
HMDB0000162,L-Proline,Blood,Infant,223.6666667,uM
HMDB0000162,L-Proline,Blood,Newborn,220.5,uM
HMDB0000162,L-Proline,Breast Milk,Adult,27.2,uM
HMDB0000162,L-Proline,Cerebrospinal Fluid (CSF),Adolescent,1.5,uM
HMDB0000162,L-Proline,Cerebrospinal Fluid (CSF),Adult,2.95,uM
HMDB0000162,L-Proline,Cerebrospinal Fluid (CSF),Children,1.5,uM
HMDB0000162,L-Proline,Cerebrospinal Fluid (CSF),Infant,0.6,uM
